,2,4,6,10,25
Cor_kernel,0.0,0.07,0.07,0.2,0.11
Linear_reg_x,0.7,0.9,1.0,0.99,0.99
Linear_reg_y,0.7,0.9,1.0,0.99,0.99
Double_reg,0.7,0.9,1.0,0.99,0.99
double_Cor_kernel,0.0,0.05,0.11,0.15,0.01
Linear_reg_x_sub,0.99,1.0,1.0,1.0,0.85
Linear_reg_y_sub,0.99,1.0,1.0,1.0,0.85
Double_reg_sub,0.99,1.0,1.0,1.0,0.85
