,2,4,6,10,25
Cor_kernel,0.0,0.0,0.0,0.01,0.02
Linear_reg_x,0.18,0.2,0.25,0.23,0.23
Linear_reg_y,0.14,0.12,0.12,0.1,0.1
Double_reg,0.17,0.15,0.18,0.14,0.14
double_Cor_kernel,0.0,0.0,0.0,0.0,0.0
Linear_reg_x_sub,0.19,0.21,0.17,0.23,0.13
Linear_reg_y_sub,0.05,0.11,0.12,0.21,0.13
Double_reg_sub,0.11,0.16,0.16,0.22,0.13
