,2,4,6,10,25
Cor_kernel,0.0,0.0,0.03,0.05,0.04
Linear_reg_x,0.97,1.0,1.0,1.0,1.0
Linear_reg_y,0.49,0.75,0.88,0.96,0.96
Double_reg,0.87,0.99,1.0,1.0,1.0
double_Cor_kernel,0.0,0.0,0.02,0.02,0.0
Linear_reg_x_sub,1.0,1.0,1.0,1.0,0.86
Linear_reg_y_sub,0.35,0.92,0.98,1.0,0.84
Double_reg_sub,1.0,1.0,1.0,1.0,0.85
