,2,4,6,10,25
Cor_kernel,0.0,0.01,0.02,0.1,0.13
Linear_reg_x,0.5,0.73,0.89,0.96,0.96
Linear_reg_y,0.49,0.72,0.89,0.96,0.96
Double_reg,0.5,0.72,0.89,0.96,0.96
double_Cor_kernel,0.0,0.01,0.0,0.0,0.0
Linear_reg_x_sub,0.95,0.95,0.9,0.84,0.13
Linear_reg_y_sub,0.95,0.96,0.91,0.84,0.13
Double_reg_sub,0.95,0.95,0.91,0.84,0.13
