,2,4,6,10,25
Cor_kernel,0.0,0.0,0.0,0.0,0.02
Linear_reg_x,0.12,0.07,0.14,0.18,0.18
Linear_reg_y,0.1,0.05,0.03,0.04,0.04
Double_reg,0.1,0.06,0.07,0.09,0.09
double_Cor_kernel,0.0,0.0,0.0,0.0,0.0
Linear_reg_x_sub,0.24,0.1,0.08,0.07,0.01
Linear_reg_y_sub,0.02,0.05,0.05,0.05,0.01
Double_reg_sub,0.12,0.07,0.06,0.05,0.01
