,2,4,6,10,25
Cor_kernel,0.0,0.0,0.0,0.02,0.02
Linear_reg_x,0.05,0.12,0.09,0.1,0.1
Linear_reg_y,0.02,0.02,0.01,0.01,0.01
Double_reg,0.05,0.05,0.05,0.03,0.03
double_Cor_kernel,0.0,0.0,0.01,0.0,0.0
Linear_reg_x_sub,0.35,0.14,0.08,0.04,0.04
Linear_reg_y_sub,0.0,0.01,0.01,0.03,0.03
Double_reg_sub,0.08,0.04,0.04,0.04,0.03
