,2,4,6,10,25
Cor_kernel,0.0,0.0,0.01,0.02,0.06
Linear_reg_x,0.06,0.12,0.11,0.09,0.09
Linear_reg_y,0.05,0.11,0.1,0.04,0.04
Double_reg,0.06,0.11,0.11,0.08,0.08
double_Cor_kernel,0.0,0.0,0.0,0.01,0.0
Linear_reg_x_sub,0.09,0.07,0.07,0.06,0.03
Linear_reg_y_sub,0.05,0.06,0.07,0.04,0.03
Double_reg_sub,0.05,0.07,0.08,0.05,0.03
