,X1,X2,X3,X4,X5
X1,0.0,0.92,0.03333333333333333,0.03333333333333333,0.02666666666666667
X2,0.92,0.0,0.8133333333333334,0.03333333333333333,0.02666666666666667
X3,0.03333333333333333,0.8133333333333334,0.0,0.64,0.04666666666666667
X4,0.03333333333333333,0.03333333333333333,0.64,0.0,0.9933333333333333
X5,0.02666666666666667,0.02666666666666667,0.04666666666666667,0.9933333333333333,0.0
