,X1,X2,X3,X4,X5
X1,0.0,1.0,0.013333333333333334,0.0,0.006666666666666667
X2,1.0,0.0,1.0,0.02,0.02666666666666667
X3,0.013333333333333334,1.0,0.0,1.0,0.02
X4,0.0,0.02,1.0,0.0,1.0
X5,0.006666666666666667,0.02666666666666667,0.02,1.0,0.0
