,2,4,6,10,25,50
Cor_kernel,0.0,0.0,0.04,0.05,0.14,0.24
Cor_kernel_2,0.0,0.0,0.04,0.05,0.14,0.24
Linear_reg,0.51,0.76,0.89,0.97,0.97,0.97
Double_reg,0.88,0.99,1.0,1.0,1.0,1.0
