,X1,X2,X3,X4,X5
X1,0.0,1.0,0.03333333333333333,0.06,0.03333333333333333
X2,1.0,0.0,1.0,0.09333333333333334,0.08666666666666667
X3,0.03333333333333333,1.0,0.0,1.0,0.06666666666666667
X4,0.06,0.09333333333333334,1.0,0.0,1.0
X5,0.03333333333333333,0.08666666666666667,0.06666666666666667,1.0,0.0
