,2,4,6,10,25,50
Cor_kernel,0.0,0.0,0.0,0.0,0.04,0.1
Cor_kernel_2,0.0,0.0,0.0,0.0,0.04,0.1
Linear_reg,0.05,0.04,0.08,0.1,0.1,0.1
Double_reg,0.06,0.05,0.09,0.1,0.1,0.1
