,X1,X2,X3,X4,X5
X1,0.0,0.6266666666666667,0.11333333333333333,0.02666666666666667,0.06
X2,0.6266666666666667,0.0,0.26666666666666666,0.02666666666666667,0.04
X3,0.11333333333333333,0.26666666666666666,0.0,0.29333333333333333,0.1
X4,0.02666666666666667,0.02666666666666667,0.29333333333333333,0.0,0.74
X5,0.06,0.04,0.1,0.74,0.0
