,X1,X2,X3,X4,X5
X1,0.0,1.0,0.05333333333333334,0.05333333333333334,0.04
X2,1.0,0.0,1.0,0.1,0.04666666666666667
X3,0.05333333333333334,1.0,0.0,0.9933333333333333,0.07333333333333333
X4,0.05333333333333334,0.1,0.9933333333333333,0.0,1.0
X5,0.04,0.04666666666666667,0.07333333333333333,1.0,0.0
