,X1,X2,X3,X4,X5
X1,0.0,1.0,0.05333333333333334,0.06666666666666667,0.05333333333333334
X2,1.0,0.0,1.0,0.09333333333333334,0.06666666666666667
X3,0.05333333333333334,1.0,0.0,1.0,0.09333333333333334
X4,0.06666666666666667,0.09333333333333334,1.0,0.0,1.0
X5,0.05333333333333334,0.06666666666666667,0.09333333333333334,1.0,0.0
