,X1,X2,X3,X4,X5
X1,0.0,0.6333333333333333,0.11333333333333333,0.02666666666666667,0.06
X2,0.6333333333333333,0.0,0.2733333333333333,0.02666666666666667,0.04666666666666667
X3,0.11333333333333333,0.2733333333333333,0.0,0.2866666666666667,0.1
X4,0.02666666666666667,0.02666666666666667,0.2866666666666667,0.0,0.74
X5,0.06,0.04666666666666667,0.1,0.74,0.0
