,X1,X2,X3,X4,X5
X1,0.0,0.4066666666666667,0.02666666666666667,0.013333333333333334,0.013333333333333334
X2,0.4066666666666667,0.0,0.08666666666666667,0.013333333333333334,0.02
X3,0.02666666666666667,0.08666666666666667,0.0,0.12666666666666668,0.08
X4,0.013333333333333334,0.013333333333333334,0.12666666666666668,0.0,0.34
X5,0.013333333333333334,0.02,0.08,0.34,0.0
