,2,4,6,10,25,50
Cor_kernel,0.0,0.01,0.09,0.1,0.13,0.2
Cor_kernel_2,0.0,0.01,0.09,0.1,0.13,0.19
Linear_reg,0.73,0.91,1.0,1.0,1.0,1.0
Double_reg,0.79,0.94,1.0,1.0,1.0,1.0
