,X1,X2,X3,X4,X5
X1,0.0,0.66,0.15333333333333332,0.013333333333333334,0.06666666666666667
X2,0.66,0.0,0.4533333333333333,0.04,0.08
X3,0.15333333333333332,0.4533333333333333,0.0,0.32,0.07333333333333333
X4,0.013333333333333334,0.04,0.32,0.0,0.6466666666666666
X5,0.06666666666666667,0.08,0.07333333333333333,0.6466666666666666,0.0
