,X1,X2,X3,X4,X5
X1,0.0,1.0,0.13333333333333333,0.11333333333333333,0.07333333333333333
X2,1.0,0.0,1.0,0.12666666666666668,0.08666666666666667
X3,0.13333333333333333,1.0,0.0,1.0,0.1
X4,0.11333333333333333,0.12666666666666668,1.0,0.0,1.0
X5,0.07333333333333333,0.08666666666666667,0.1,1.0,0.0
