,2,4,6,10,25,50
Cor_kernel,0.0,0.06,0.1,0.14,0.13,0.15
Cor_kernel_2,0.0,0.06,0.1,0.11,0.13,0.11
Linear_reg,0.75,0.93,1.0,1.0,1.0,1.0
Double_reg,0.77,0.93,1.0,1.0,1.0,1.0
