,2,4,6,10,25,50
Cor_kernel,0.0,0.0,0.01,0.03,0.02,0.1
Cor_kernel_2,0.0,0.0,0.01,0.03,0.02,0.1
Linear_reg,0.7,0.91,0.98,1.0,1.0,1.0
Double_reg,0.41,0.48,0.48,0.48,0.48,0.48
