,X1,X2,X3,X4,X5
X1,0.0,0.29333333333333333,0.02,0.02,0.04
X2,0.29333333333333333,0.0,0.08666666666666667,0.03333333333333333,0.006666666666666667
X3,0.02,0.08666666666666667,0.0,0.08666666666666667,0.04
X4,0.02,0.03333333333333333,0.08666666666666667,0.0,0.30666666666666664
X5,0.04,0.006666666666666667,0.04,0.30666666666666664,0.0
