,X1,X2,X3,X4,X5
X1,0.0,1.0,0.02,0.006666666666666667,0.02666666666666667
X2,1.0,0.0,0.96,0.0,0.03333333333333333
X3,0.02,0.96,0.0,0.8866666666666667,0.04666666666666667
X4,0.006666666666666667,0.0,0.8866666666666667,0.0,1.0
X5,0.02666666666666667,0.03333333333333333,0.04666666666666667,1.0,0.0
