,X1,X2,X3,X4,X5
X1,0.0,0.9933333333333333,0.06666666666666667,0.08,0.06
X2,0.9933333333333333,0.0,0.9666666666666667,0.07333333333333333,0.07333333333333333
X3,0.06666666666666667,0.9666666666666667,0.0,0.9466666666666667,0.08666666666666667
X4,0.08,0.07333333333333333,0.9466666666666667,0.0,1.0
X5,0.06,0.07333333333333333,0.08666666666666667,1.0,0.0
