,2,4,6,10,25,50
Cor_kernel,0.0,0.0,0.0,0.02,0.045,0.055
Cor_kernel_2,0.0,0.0,0.0,0.02,0.035,0.05
Linear_reg,0.08,0.06,0.05,0.025,0.025,0.025
Double_reg,0.09,0.06,0.05,0.03,0.03,0.03
