,2,4,6,10,25,50
Cor_kernel,0.0,0.0,0.05,0.05,0.02,0.03
Cor_kernel_2,0.0,0.0,0.05,0.01,0.04,0.01
Linear_reg,0.08,0.08,0.07,0.09,0.09,0.09
Double_reg,0.08,0.08,0.07,0.09,0.09,0.09
