,X1,X2,X3,X4,X5
X1,0.0,0.2,0.02666666666666667,0.006666666666666667,0.04
X2,0.2,0.0,0.06,0.006666666666666667,0.006666666666666667
X3,0.02666666666666667,0.06,0.0,0.06,0.02666666666666667
X4,0.006666666666666667,0.006666666666666667,0.06,0.0,0.2
X5,0.04,0.006666666666666667,0.02666666666666667,0.2,0.0
