,2,4,6,10,25,50
Cor_kernel,0.0,0.0,0.015,0.015,0.05,0.085
Cor_kernel_2,0.0,0.0,0.015,0.015,0.045,0.085
Linear_reg,0.07,0.085,0.07,0.065,0.065,0.065
Double_reg,0.085,0.1,0.075,0.08,0.08,0.08
