,2,4,6,10,25,50
Cor_kernel,0.0,0.0,0.02,0.06,0.09,0.1
Cor_kernel_2,0.0,0.0,0.02,0.06,0.09,0.1
Linear_reg,0.35,0.57,0.74,0.86,0.86,0.86
Double_reg,0.36,0.55,0.71,0.72,0.72,0.72
