,X1,X2,X3,X4,X5
X1,0.0,0.66,0.16,0.0,0.08666666666666667
X2,0.66,0.0,0.46,0.03333333333333333,0.09333333333333334
X3,0.16,0.46,0.0,0.32,0.09333333333333334
X4,0.0,0.03333333333333333,0.32,0.0,0.6533333333333333
X5,0.08666666666666667,0.09333333333333334,0.09333333333333334,0.6533333333333333,0.0
