,2,5,10,25,50
Cor_kernel,0.0,0.0,0.03,0.11,0.09
Linear_reg_x,0.63,0.95,0.98,0.82,0.75
Linear_reg_y,0.63,0.95,0.98,0.0,0.0
Double_reg,0.63,0.95,0.98,0.38,0.13
