,2,5,10,25,50
Cor_kernel,0.0,0.01,0.01,0.07,0.04
Linear_reg_x,0.47,0.63,0.54,0.15,0.12
Linear_reg_y,0.47,0.63,0.54,0.04,0.03
Double_reg,0.47,0.63,0.54,0.06,0.05
