,2,5,10,16,25,50
Cor_kernel,0.0,0.01,0.05,0.05,0.07,0.06
Linear_reg_x,0.49,0.85,0.96,1.0,1.0,1.0
Linear_reg_y,0.49,0.85,0.96,0.75,0.71,0.64
Double_reg,0.49,0.85,0.96,1.0,1.0,1.0
double_Cor_kernel,0.0,0.0,0.02,0.04,0.1,0.05
Linear_reg_x_sub,0.68,0.95,1.0,1.0,1.0,1.0
Linear_reg_y_sub,0.68,0.95,1.0,0.99,1.0,1.0
Double_reg_sub,0.68,0.95,1.0,1.0,1.0,1.0
