,2,5,10,16,25,50
Cor_kernel,0.0,0.13,0.21,0.14,0.12,0.06
Linear_reg_x,0.97,1.0,1.0,1.0,1.0,1.0
Linear_reg_y,0.97,1.0,1.0,1.0,1.0,1.0
Double_reg,0.97,1.0,1.0,1.0,1.0,1.0
double_Cor_kernel,0.0,0.07,0.17,0.11,0.15,0.02
Linear_reg_x_sub,0.96,1.0,1.0,1.0,1.0,1.0
Linear_reg_y_sub,0.96,1.0,1.0,1.0,1.0,1.0
Double_reg_sub,0.96,1.0,1.0,1.0,1.0,1.0
