,2,5,10,25,50
Cor_kernel,0.0,0.02,0.09,0.22,0.34
Linear_reg_x,0.25,0.36,0.36,0.13,0.13
Linear_reg_y,0.25,0.36,0.36,0.02,0.03
Double_reg,0.25,0.36,0.36,0.04,0.05
