,2,5,10,25,50
Cor_kernel,0.0,0.0,0.01,0.1,0.11
Linear_reg_x,0.59,0.86,0.74,0.15,0.14
Linear_reg_y,0.59,0.86,0.74,0.06,0.04
Double_reg,0.59,0.86,0.74,0.09,0.08
