,2,5,10,16,25
Cor_kernel,0.0,0.02,0.05,0.07,0.08
Linear_reg_x,0.35,0.51,0.29,0.12,0.12
Linear_reg_y,0.35,0.51,0.29,0.06,0.07
Double_reg,0.35,0.51,0.29,0.08,0.07
double_Cor_kernel,0.0,0.02,0.02,0.0,0.0
Linear_reg_x_sub,1.0,0.66,0.29,0.15,0.13
Linear_reg_y_sub,1.0,0.66,0.29,0.15,0.13
Double_reg_sub,1.0,0.66,0.29,0.15,0.13
